addy,lon,lat
"4485 S Pecos Rd, Las Vegas, NV",-115.1015041,36.107872
"786 W PIONEER BLVD, Mesquite, NV",-114.0922362,36.8092707
"111 E 5600 S Ste 304, Murray, UT",-111.8872867,40.6499416
"1330 S 740 E, Orem, UT",-111.6774996,40.2726829
"943 N Linder Rd Ste 103, Kuna, ID",-116.4144439,43.497467
"7901 S 3200 W Ste 162, West Jordan, UT",-111.9668691,40.6073901
"1273 W 12600 S STE 403, Riverton, UT",-111.9280239,40.5219888
"1785 E 1450 S Ste 250, Clearfield, UT",-111.9914695,41.093951
"3672 W South Jordan Pkwy Ste 202, South Jordan, UT",-111.9785884,40.5619441
"32 W Winchester St Ste A101, Murray, UT",-111.8918478,40.6335567
"60 E 600 S Ste 100, Salt Lake City, UT",-111.8891218,40.75597800000001
"146 N Main St Ste 5, Richfield, UT",-112.0843702,38.7701137
"848 S 500 E, Salt Lake City, UT",-111.8771816,40.7507088
"730 S Sleepy Ridge Dr Ste 320, Orem, UT",-111.7443192,40.2838871
"50 S Main Ste 21, Manti, UT",-111.6381949,39.2648029
"180 N 100 E Ste J, Richfield, UT",-112.0826149,38.7704907
"3878 S Panorama Dr, Saratoga Springs, UT",-111.8818708,40.2915914
"2972 W Maple Loop Dr Ste 101, Highland, UT",-111.8975209,40.4324808
"3150 N TENAYA WAY STE 260, Las Vegas, NV",-115.2494756,36.2167567
"3115 Eastern Ave, Las Vegas, NV",-115.118925,36.1331669
"3200 Soaring Gulls Ste 104, Las Vegas, NV",-115.2735161,36.2188293
"653 N TOWN CENTER DR STE 518, LAS VEGAS, NV",-115.3158598,36.1806001
"653 N Town Center Dr Suite 518, Las Vegas, NV",-115.3158598,36.1806001
"4485 S PECOS RD, LAS VEGAS, NV",-115.1015041,36.107872
"9499 W CHARLESTON BLVD STE 150, Las Vegas, NV",-115.3022979,36.1584416
"3196 S MARYLAND PKWY STE 309, LAS VEGAS, NV",-115.135772,36.1319339
"3575 PECOS MCLEOD, Las Vegas, NV",-115.1077585,36.130312000000004
"633 N Decatur Blvd Ste A, Las Vegas, NV",-115.2066548,36.1795611
"8205 W Warm Springs Rd, Las Vegas, NV",-115.2705619,36.0542736
"280 S DECATUR BLVD, Las Vegas, NV",-115.2098505,36.1709357
"5691 S Redwood Rd Ste 16A, Taylorsville, UT",-111.9365527,40.6470489
"601 N State Rd Ste 198, Salem, UT",-111.673536,40.0530105
"1017 12th Ave S, Nampa, ID",-116.5696278,43.571742
"301 E Tabernacle St Ste 101, St. George, UT",-113.5766503,37.1083916
"782 E Pioneer Rd Ste 300, Draper, UT",-111.8691681,40.5248309
"520 E Eagle Rd, Meridian, ID",-116.3547764,43.6096444
"1290 S 500 W Ste 300-1, Woods Cross, UT",-111.89277,40.8773238
"1205 Hwy 2 ste 102, Sandpoint, ID",-116.5641514,48.2686361
"5417 W Black Hills Ln, Herriman, UT",-112.020211,40.5361031
"2000 Circle of Hope Dr, Salt Lake City, UT",-111.835352,40.773716
"1280 East Stringham Ave, Salt Lake City, UT",-111.8549089,40.7206665
"1069 Summers Dr Ste B, Rexburg, ID",-111.814549,43.824437
"823 W Mountain Ash Loop, Nampa, ID",-116.5901176,43.5660677
"10907 N Alpine Hwy Ste 201, Highland, UT",-111.786309,40.42990899999999
"1733 S 1100 E Ste 102, Salt Lake City, UT",-111.8594106,40.732731
"920 Deon Dr Ste D, Pocatello, ID",-112.4400322,42.8929284
"5300 S 500 E Ste 6, Ogden, UT",-111.9680245,41.1675386
"125 E 100 N Ste 900, Heber City, UT",-111.4112111,40.5092771
"2290 E 4500 S Ste 290, Holladay, UT",-111.8248761,40.6738345
"1457 E 7380 S, Cottonwood Heights, UT",-111.8493828,40.6174452
"3100 W Charleston Blvd Ste 104, Las Vegas, NV",-115.18396,36.159289
"9280 W Sunset Rd, Las Vegas, NV",-115.2947321,36.071835
"3131 LA Canada St Ste 134, Las Vegas, NV",-115.1330381,36.1323541
"1 Frankie St, Tonopah, NV",-117.2305861,38.069211
"600 E Riverpark Ln Ste 125, Boise, ID",-116.175808,43.59119889999999
"5860 S Pecos Rd Ste 200, Las Vegas, NV",-115.0994656,36.083409
"380 S 4th St Ste 201, Boise, ID",-116.2004798,43.6109729
"7613 S Jordan Landing Blvd, West Jordan, UT",-111.9842639,40.61305249999999
"195 N 290 W, Lindon, UT",-111.7235626,40.34186150000001
"240 Morris Ave Ste 400, Salt Lake City, UT",-111.8842562,40.7172545
"1173 S 250 W Ste 203, St. George, UT",-113.5871255,37.0880611
"150 W 100N  Ste GL02, Vernal, UT",-109.5310091,40.4573865
"822 E Main St Ste G, Grantsville, UT",-112.4255973,40.5993366
"141 Marrison St, Twin Falls, ID",-114.4929356,42.5632823
"215 W Yakima St Ste 2, Jerome, ID",-114.5203756,42.6948306
"6232 S 900 E, Murray, UT",-111.8663381,40.6382944
"4388 E CRAIG RD STE 150, Las Vegas, NV",-115.0776025,36.2412946
"4900 E Bonanza, Las Vegas, NV",-115.0658285,36.17431
"9402 W Lake Mead Blvd, Las Vegas, NV",-115.3004733,36.2073308
"1290 S 500 W Ste 300, Woods Cross, UT",-111.8928498,40.8773037
"225 N Country Ln Ste 55, St. George, UT",-113.6323445,37.1126544
"2545 N Canyon Rd Ste 112, Provo, UT",-111.6565997,40.2671329
"1008 E Locust St, Emmett, ID",-116.4874243,43.8792942
"1155 3rd Ave N, Payette, ID",-116.9293333,44.0783339
"100 N 12 W Ste E 202, American Fork, UT",-111.7988034,40.3793057
"24 W Sergeant CT Dr. Ste 204, Saratoga Springs, UT",-111.9179305,40.39280189999999
"819 N 900 W, Orem, UT",-111.7180081,40.3127365
"775 Pole Line Rd W Ste 105 , 111, Twin Falls, ID",-114.4962045,42.59126089999999
"5323 W Woodrow St  Ste 101, Murray, UT",-111.893809,40.655186
"11075 S State St  Bldg 3  Ste 101, Sandy, UT",-111.8895506,40.5507173
"11075 S State St  Bldg 14, Sandy, UT",-111.8895506,40.5507173
"5818 S 900 E, Murray, UT",-111.8666259,40.6454246
"1881 W 1120 W, Provo, UT",-111.6761853,40.258968
"2230 Settlers Ln, Twin Falls, ID",-114.4885984,42.6013719
"1609 S kimball Ave Ste 200, Caldwell, ID",-116.6978398,43.6557426
"3207 E Ustick Rd, Caldwell, ID",-116.6592117,43.6346473
"1432 E 850 S, Provo, UT",-111.6330314,40.2228841
"3350 Americana Terrance Ste 320, Boise, ID",-116.2229054,43.61567
"4403 HARRISON BLVD, Ogden, UT",-111.9532387,41.1827237
"100 S 1000 W, Tooele, UT",-112.3243235,40.5285275
"2537 W State St Ste 200, Boise, ID",-116.222029,43.630719
"7151 Cascade Valley Ct Ste 103, Las Vegas, NV",-115.2479958,36.2113476
"7200 Cathedral Rock Dr Ste 250, Las Vegas, NV",-115.2480343,36.205743
"2647 BOX CANYON DR, Las Vegas, NV",-115.2486127,36.2075647
"165 W Canyon Crest Rd Ste 110, Alpine, UT",-111.7809897,40.4486291
"423 N 3rd Ave Ste 210, Sandpoint, ID",-116.5505515,48.2767979
"2819 Bristol Ave, Caldwell, ID",-116.7073457,43.6446858
"301 S 34th Ave, Caldwell, ID",-116.6609652,43.645921800000004
"169 N Gateway Dr Ste 100, Providence, UT",-111.829731,41.7112629
"1336 S 1100 E, Salt Lake City, UT",-111.8599277,40.7407766
"9176 S 300 W Ste 6, Sandy, UT",-111.9013131,40.5844247
"5802 S 900 E Ste 10, Salt Lake City, UT",-111.8667508,40.6457165
"1431 N 1200 S, Orem, UT",-111.7253966,40.3236282
"1429 N 1200 W, Orem, UT",-111.7251449,40.3232301
"7321 S State St Ste  A, Midvale, UT",-111.8906299,40.6182152
"1086 Hwy 193 Ste 101, Layton, UT",-111.9460944,41.10159609999999
"7180 Cascade Valley Crt Ste 200, Las Vegas, NV",-115.2489832,36.2117708
"2821 W Horizon Ridge Pkwy Ste 100, Henderson, NV",-115.1117798,35.9981939
"7530 W Sahara Ave Ste 101, Las Vegas, NV",-115.2560248,36.1439359
"7100 W SMOKE RANCH RD #110, Las Vegas, NV",-115.247055,36.203731
"2020 Wellness Way Ste 501, Las Vegas, NV",-115.1688472,36.1620968
"2172 N 2040 W, Lehi, UT",-111.882286,40.4144455
"11845 S 700 E Ste 103, Draper, UT",-111.8704222,40.5359107
"6033 Fashion Point Dr Ste 100, South Ogden, UT",-111.9365527,41.1529932
"1438 N Hwy 89 Ste 130, Farmington, UT",-111.908261,41.0037522
"5855 Trailside Dr, Park City, UT",-111.5051653,40.7159099
"9035 S 1300 E  Ste 250H, Sandy, UT",-111.8527131,40.5869816
"320 W River Park Dr Ste 245, Provo, UT",-111.6628549,40.3043845
"2700 Homestead Rd Ste 151, Park City, UT",-111.569387,40.755225
"1414 E 4500 S Ste 8, Millcreek, UT",-111.8514016,40.6737966
"3195 S Main St Ste 180, Salt Lake City, UT",-111.890731,40.7014367
"7 S Main St Ste 311, Tooele, UT",-112.2982447,40.5303344
"770 S River Rd Ste B105, St. George, UT",-113.5576943,37.0947884
"3737 W 4100 S Ste 200, West Valley, UT",-111.9806829,40.681555
"2453 E 3300 S Ste 101, Millcreek, UT",-111.8210167,40.7001246
"670 S Green Valley Pkwy Ste 125, Henderson, NV",-115.0812196,36.0042857
"6707 W Charleston Ste 1B, Las Vegas, NV",-115.2411403,36.1587541
"653 N TOWN CTR DR STE 604, Las Vegas, NV",-115.3160623,36.1804934
"3201 S Maryland Pkwy Ste 314, Las Vegas, NV",-115.137753,36.131647
"4840 N rosepoint Way Ste C, Boise, ID",-116.3596616,43.6487066
"1055 N 500 W St 122 Bldg C, Provo, UT",-111.6684015,40.2485618
"35 N 500 W, Lehi, UT",-111.857487,40.3880878
"444 Hospital Way STE 720, Pocatello, ID",-112.417913,42.8777471
"740 E 9000 Ste A, Sandy, UT",-111.8711347,40.5877763
"85 N Center St, American Fork, UT",-111.7989385,40.37845739999999
"260 W 4th St, Kuna, ID",-116.4159587,43.4919974
"875 Vanguard Way Ste 200, Meridian, ID",-116.4312983,43.5965411
"194 W White Way, Kuna, ID",-116.414191,43.5017855
"1740 N Milwaukee St Ste B, Boise, ID",-116.2839023,43.6206491
"2518 Anthem Village Dr Ste 103, Henderson, NV",-115.0965136,35.9795534
"415 N State St Ste 102, Hurricane, UT",-113.2832004,37.183049
"4525 S 2300 E Ste 102, Holladay, UT",-111.824151,40.6735503
"12523 S Pasture Rd Ste 200, Riverton, UT",-111.9857336,40.523773
"37 E Center St Ste 304, Provo, UT",-111.6579696,40.2340056
"150 N Main St Ste 204, Heber City, UT",-111.4130772,40.5097074
"283 W Hilton Dr Ste 4, St. George, UT",-113.5895248,37.0764917
"150 S 600 E Ste 8B, Salt Lake City, UT",-111.8749075,40.76609819999999
"2650 N TENAYA WAY STE 201, Las Vegas, NV",-115.2500401,36.2125807
"11820 S State Street Ste 200, Draper, UT",-111.8920855,40.5365195
"11820 S State Street Ste Ste 200, Draper, UT",-111.8920855,40.5365195
"1360 W Hwy 40 Ste B, Vernal, UT",-109.5549958,40.4474555
"150 W 100 N Ste S103, Vernal, UT",-109.5314046,40.4573505
"547 W 3900 Ste F, Salt Lake City, UT",-111.9071462,40.6864263
"5418 N Eagle Rd Ste 170, Eagle, ID",-116.3534288,43.6540428
"7611 S Jordan Landing Blvd, West Jordan, UT",-111.9838895,40.6133463
"3409 W 12600 S Ste 110, Riverton, UT",-111.9721507,40.5217982
"1091 W South Jordan Parkway, South Jordan, UT",-111.9213696,40.5600882
"324 E 10Th Ave # 100, Salt Lake City, UT",-111.8799307,40.7799645
"12473 S Minuteman Dr., Draper, UT",-111.8888175,40.5244155
"6272 S Highland Dr  #203, Cottonwood Heights, UT",-111.8347508,40.6374176
"100 E Park Blvd Ste 120, Boise, ID",-116.188525,43.6022939
"9850 W St Lukes Drive, Nampa, ID",-116.5903088,43.6173907
"5171 Cottonwood St Ste 950, Salt Lake City, UT",-111.891586,40.6584995
"7730 W Cheyenne Ave Ste 107, Las Vegas, NV",-115.2634772,36.219035
"4500 E Bonanza Ste D, Las Vegas, NV",-115.0775278,36.1738697
"1297 BOULDER CITY PKWY STE A, Boulder City, NV",-114.849986,35.9711
"541 N Sage Hen Dr, Washington, UT",-113.4791871,37.1386891
"1170 N MOAPA VALLEY BLVD Ste D, Overton, NV",-114.4557835,36.562135
"820 N Spring Ste D, Caliente, NV",-114.5121705,37.6232468
"1900 E Desert Inn Rd, Las Vegas, NV",-115.12560619999999,36.130198
"259 N Pecos Rd, Henderson, NV",-115.1009482,36.0450106
"1925 Whipple Ave, Logandale, NV",-114.4845624,36.6077694
"450 Hillside Dr, Mesquite, NV",-114.0612976,36.81051
"660 S GREEN VALLEY PKWY, Henderson, NV",-115.0820915,36.0042295
"1380 E Medical Center Dr Ste N 1800, St. George, UT",-113.5539707,37.0968017
"782 Pioneer Rd Ste 300, Draper, UT",-111.8691681,40.5248309
"150 S Main St Ste 1, Driggs, ID",-111.1129884,43.7213547
"707 24th St Ste 2-B, Ogden, UT",-111.9738304,41.223
"4560 S Eastern Ave Ste 15, Las Vegas, NV",-115.1178423,36.106092
"4055 S 700 E Ste 102F, Salt Lake City, UT",-111.8709823,40.6834387
"3100 Pinebrook Rd Ste 2200, Park City, UT",-111.5702594,40.7488675
"14241 S Redwood Rd Ste 152 Bldg A, Bluffdale, UT",-111.9382295,40.4924294
"100 N GREEN VALLEY PKWY STE 345, HENDERSON, NV",-115.0839135,36.0258442
"746 S Main St, Layton, UT",-111.9571164,41.049139
"121 W 200 S, Farmington, UT",-111.8900097,40.97629990000001
"812 Shoup St, Salmon, ID",-113.8897755,45.1752451
"41 E 1140 N Ste A, Saratoga Springs, UT",-111.9155758,40.3824874
"5 W 200 N, Garden City, UT",-111.3933253,41.949794
"10835 S 700 E, Sandy, UT",-111.8719032,40.554325
"66 W Vine St Ste 5, Tooele, UT",-112.3004568,40.53107749999999
"5204 S Redwood Rd Ste D2, Taylorsville, UT",-111.9392654,40.656645
"12747 N 11th Ave, Boise, ID",-116.2462853,43.7183978
"96 N 100 W, Roosevelt, UT",-109.9933581,40.30083339999999
"8440 W. Lake Mead Blvd. Ste 214, Las Vegas, NV",-115.2783752,36.1994092
"5484 Gary Ln, Boise, ID",-116.2788361,43.669881
"1343 S 1100 E, Salt Lake City, UT",-111.8593109,40.740574
"5667 S Redwood Rd Ste 5B, Taylorsville, UT",-111.9362732,40.6478606
"25 Skyline Dr Ste 103, Brigham City, UT",-112.0161473,41.4860307
"1404 W State Rd Ste 205, Pleasant Grove, UT",-111.7611323,40.3687099
"12226 S 1000 E Ste E, Draper, UT",-111.8627739,40.5278746
"494 W 1400 N, Orem, UT",-111.7077866,40.3232003
"167 E 1St S, Rigby, ID",-111.9131555,43.6703653
"3534 S 6000 W, West Jordan, UT",-112.0338002,40.5999385
"326 Polar St, Blackfoot, ID",-112.3471118,43.1947324
"7941 W Rifleman St, Nampa, ID",-116.55978,43.5788175
"10787 W Ustick, Boise, ID",-116.3168268,43.6334615
"518 E 800 N, Orem, UT",-111.68339,40.3112179
"4001 S 700 E Ste 500, Murray, UT",-111.8699469,40.684929
"4640 S 3500 W Ste 4, West Haven, UT",-112.0636137,41.179004
"8285 W ARBY AVE STE 100, Las Vegas, NV",-115.2721056,36.05842000000001
"850 E 300 S Ste 6, Salt Lake City, UT",-111.8668061,40.76229439999999
"1220 N Main St Bldg 4, Springville, UT",-111.6099873,40.1841018
"4180 S. Rainbow Blvd. Suite 810, Las Vegas, NV",-115.241717,36.1122038
"10408 S 1055 W ste 102, South Jordan, UT",-111.9204953,40.5594835
"345 W 600 S Ste 401, Heber City, UT",-111.4198122,40.4991028
"1420 W 12600 S Ste 102, Riverton, UT",-111.9320103,40.5225693
"5770 S 250 E #G50, Murray, UT",-111.8861009,40.6448038
"4554 Forestdale Dr Unit C16, Park City, UT",-111.4657229,40.6965904
"1621 E Flamingo Rd Ste A16, Las Vegas, NV",-115.1305502,36.1142755
"560 S State St E-1B, Orem, UT",-111.6916677,40.2870962
"244 W Hwy 40, Roosevelt, UT",-109.9949517,40.2909025
"1496 E 5600 S Ste 4, South Ogden, UT",-111.9414031,41.16241
"3329 W 1400 S, Ogden, UT",-112.0604685,41.2412184
"1551 S Renaissance Towne Dr, Ste 400, Bountiful, UT",-111.8875097,40.8740025
"36 N 1100 E Ste A, American Fork, UT",-111.7684995,40.3770316
"3131 La Canada St Ste 200, Las Vegas, NV",-115.1332661,36.1325062
"125 S Main St, Helper, UT",-110.854314,39.684802
"2168 E Snocreek Dr, Eagle, ID",-116.3237663,43.6996887
"1654 W Reunion Ave Ste 10B, South Jordan, UT",-111.9336255,40.5700592
"352 S Denver St Ste 306, Salt Lake City, UT",-111.8784497,40.7615688
"15 S 1000 E Ste 25, Payson, UT",-111.715222,40.0435915
"6126 W State St Ste 401, Boise, ID",-116.2651153,43.6604237
"851 S Rampart Blvd Ste 130, Las Vegas, NV",-115.2924565,36.1635642
"11984 Anthem Park, Herriman, UT",-112.0234643,40.5336236
"1194 W South Jordan Pkwy Ste B, South Jordan, UT",-111.9248366,40.56204049999999
"85 N 300 W Ste A, Washington, UT",-113.5150348,37.1313236
"352 E Riverside Dr Ste A11, St. George, UT",-113.5754433,37.0821112
"230 N 1680 E Bld J, St. George, UT",-113.5466487,37.1113802
"1301 N Division Ave, Sandpoint, ID",-116.5684416,48.2855401
"1561 W 7000 S Ste 200, Magna, UT",-111.9801098,40.6233301
"1032 S Bridgeway Pl Ste 110, Eagle, ID",-116.3493904,43.686625
"7371 W. Charleston Blvd. Ste 110, Las Vegas, NV",-115.2518801,36.1577268
"555 S Bluff St Unit 102, St. George, UT",-113.587313,37.0988702
"575 E Park Center Blvd, Boise, ID",-116.1770187,43.589258
"218 Dividend Dr Ste 2, Rexburg, ID",-111.7773779,43.848305
"9850 W St Luke's Dr Ste 329, Nampa, ID",-116.55978,43.5788175
"4055 Spencer St Ste 118, Las Vegas, NV",-115.1292695,36.1156835
"2881 S Valley View Blvd Ste 1, Las Vegas, NV",-115.1912915,36.1397314
"6730 S Fort Apache Rd, Las Vegas, NV",-115.2975128,36.0660881
"2139 Village Park Ave Ste 100, Twin Falls, ID",-114.4421792,42.5900765
"890 Heritage Park Blvd Ste 204, Layton, UT",-111.9818777,41.0854387
"410 S Orchard St Ste 128, Boise, ID",-116.2428537,43.6010628
"189 S State St Ste 235B, Clearfield, UT",-112.0227657,41.111428
"3196 S. Maryland PKWY Ste 410, Las Vegas, NV",-115.1358324,36.1319199
"3000 N. Triumph BLVD Ste 330, Lehi, UT",-111.8785638,40.42527279999999
"423 N 3rd Ave Ste 210, Bonners Ferry, ID",-116.3163092,48.6913257
"6640 Kaniksu St, Sandpoint, ID",-116.553465,48.276577
"82 S Baltic Ave, Meridian, ID",-116.3800973,43.6041328
"1284 N Canyon Crek Pkwy, Spanish Fork, UT",-111.6388892,40.1263651
"1399 S 700 E Ste 15, Salt Lake City, UT",-111.8707758,40.73901710000001
"7580 W Sahara Ave, Las Vegas, NV",-115.2562071,36.1441932
"703 S Americana blvd Ste 150, Boise, ID",-116.2193293,43.617397
"1433 N 1075 W Ste 120, Farmington, UT",-111.9105898,41.0040267
"8230 W SAHARA STE 121, LAS VEGAS, NV",-115.2712687,36.1444468
"4460 S Highland Dr Ste 120, Salt Lake City, UT",-111.8422278,40.6750468
"331 E Highway 123, Sunnyside, UT",-110.3933458,39.5502676
"585 W 1600 N Ste B, Orem, UT",-111.7100746,40.3261212
"855 E 4800 S Ste 100, Murray, UT",-111.8677994,40.6656736
"1481 E 840 N, Orem, UT",-111.660513,40.31295
"4055 Spencer St. Suite 118, Las Vegas, NV",-115.1292695,36.1156835
"50 N Medical Dr Clinic 1, Salt Lake City, UT",-111.8376281,40.7720332
"3035 East Barber Valley Drive Ste 120, Boise, ID",-116.1491069,43.5767776
"3845W 4700 S, Salt Lake City, UT",-111.9828389,40.6674796
"804 Pancheri Dr, Idaho Falls, ID",-112.0487303,43.4862315
"1905 Pine St, Sandpoint, ID",-116.5758368,48.272377
"1250 S Buffalo Dr, Las Vegas, NV",-115.2614536,36.1564155
"630 S Rancho Dr, Las Vegas, NV",-115.1734458,36.1631147
"880 Seven Hills Dr, Henderson, NV",-115.1215642,35.9957549
"9780 W Skye Canyon Park Dr Ste 100, Las Vegas, NV",-115.3095352,36.3161272
"2025 W Park Pl St B, Coeur d'Alene, ID",-116.8001326,47.6955154
"5631 S Pecos Rd, Las Vegas, NV",-115.1018053,36.0876048
"2881 S Valley Blvd Ste 1, Las Vegas, NV",-115.1988043,36.247082
"6975 S Union Park Ctr Se 600, Cottonwood Heights, UT",-111.8559672,40.6238879
"3702 S State St Ste107, Salt Lake City, UT",-111.890185,40.6907168
"8402 W CENTENNIAL PKWY, LAS VEGAS, NV",-115.2829052,36.2775752
"1245 Capital St Ste 101S, Ogden, UT",-111.9469859,41.2211689
"934 S Main St, Bountiful, UT",-111.8819566,40.8799824
"5331 S Adams Ave Ste A, South Ogden, UT",-111.9688808,41.1668566
"125 E Idaho St ste 303, Boise, ID",-116.1939389,43.6114738
"8480 S EASTERN AVE STE F, Las Vegas, NV",-115.1178332,36.0355284
"4485 S PECOS RD, Las Vegas, NV",-115.1015041,36.107872
"2183 W Main St  Ste A107, Lehi, UT",-111.8848084,40.3869264
"5682 S 3500 W, Roy, UT",-112.0637055,41.1602038
"2084 N 1700 W  Ste C, Layton, UT",-111.9968694,41.090216
"3325 University Ave Ste 375, Provo, UT",-111.6587284,40.2789538
"134 E Chubbuck Rd Ste B, Chubbuck, ID",-112.4647363,42.9204649
"3193 South Fork Blvd, Idaho Falls, ID",-112.0774326,43.4690857
"3584 W 9000 S Ste 305, West Jordan, UT",-111.9752347,40.5885718
"990 Medical Dr Ste G-4, Brigham City, UT",-112.026379,41.4900181
"5575 S Durango Dr #103, Las Vegas, NV",-115.2797295,36.0878273
"11762 State St  Ste 160, Draper, UT",-111.8922878,40.5376357
"8505 W Overland Rd, Boise, ID",-116.2879797,43.5897829
"6088 S DURANGO STE D100, Las Vegas, NV",-115.2790713,36.0785712
"6088 S DURANGO STE D100, LAS VEGAS, NV",-115.2790713,36.0785712
"8530 W SUNSET RD STE 250, Las Vegas, NV",-115.2777234,36.0714578
"3430 E FLAMINGO RD, Las Vegas, NV",-115.1004975,36.1157435
"3300 N Running Creek Way Ste B, Lehi, UT",-111.8301693,40.4293505
"11717 W Precept Ln, Kuna, ID",-116.3278165,43.4522826
"5171 Cottonwood St Ste 650, Murray, UT",-111.8915443,40.6581169
"11075 S State St Ste 35, Sandy, UT",-111.8895506,40.5507173
"5575 S Durango Dr Ste 103, Las Vegas, NV",-115.2797295,36.0878273
"3692 E Sunset Rd, Las Vegas, NV",-115.094462,36.0716247
"8402 CENTENNIAL PKWY, Las Vegas, NV",-115.2829052,36.2775752
"178 N Pecos Rd Ste 200, Henderson, NV",-115.0982473,36.0411118
"696 N 1890 W Ste 43A, Provo, UT",-111.6893193,40.2433929
"350 Falcon Ridge Pkwy Ste 500, Mesquite, NV",-114.1113959,36.8093938
"3709 N Locust Grove Ste 100, Meridian, ID",-116.3748295,43.6384779
"336 N 100 S, Spanish Fork, UT",-111.6564056,40.1141863
"313 E 1200 S Ste 104, Orem, UT",-111.6876719,40.2754133
"143 S Water St, Henderson, NV",-114.9825085,36.0326059
"2461 W Horizon Ridge Pkwy Ste 100, Henderson, NV",-115.0944405,36.0054668
"871 Coronado Center Dr, Henderson, NV",-115.1109609,36.0004703
"601 S Rancho Dr Ste D34, Las Vegas, NV",-115.17163,36.163345
"1480 Calvada Ste 700, Pahrump, NV",-115.9873657,36.1921501
"2618 W 7800 S Ste 100, West Jordan, UT",-111.9559208,40.60999410000001
"49 E 200 S, Clearfield, UT",-112.0247359,41.1103974
"1082 N North Country Blvd, Pleasant Grove, UT",-111.7672385,40.3564384
"773 E Millroad Ste A, Orem, UT",-111.7350792,40.2977546
"1231 N Commerce Dr, Saratoga Springs, UT",-111.9136302,40.3847758
"7775 S Rainbow Blvd Ste 110, Las Vegas, NV",-115.2441671,36.0471463
"349 N Flint St Ste 105, Kaysville, UT",-111.9654599,41.0404083
"845 E 1000 S, Spanish Fork, UT",-111.6398252,40.097369
"415 S Medical Dr B102, Bountiful, UT",-111.8669235,40.8862066
"1410 N Hill Field Rd Ste 3, Layton, UT",-111.9730661,41.0802455
"1266 S Legend Hills Dr Ste B2, Clearfield, UT",-111.9949773,41.0961816
"7500 Smoke Ranch Rd., Las Vegas, NV",-115.2578742,36.20381440000001
"3350 W Americana Ter Ste 360A, Boise, ID",-116.2229058,43.6156695
"1841 E Riverside Dr Ste 201, St. George, UT",-113.544678,37.0892989
"320 W River Park Drive ste 255, Provo, UT",-111.6628226,40.3044482
"15 S 1000 E #225, Payson, UT",-111.7152202,40.043605
"1815 E LAKE MEAD BLVD, North Las Vegas, NV",-115.1215642,36.1953913
"3201 S Maryland Prkwy Ste 218, Las Vegas, NV",-115.1378939,36.1317178
"1815 E. Lakemead Blvd. Ste 113, North Las Vegas, NV",-115.1215642,36.1953913
"2245 N 400 E Ste 301, North Logan, UT",-111.821366,41.7754843
"329 Poplar St, Blackfoot, ID",-112.347756,43.1947711
"1350 Parkway Dr ste A, Blackfoot, ID",-112.3611853,43.1949455
"3456 E 17th St, Ammon, ID",-111.979896,43.476513
"5526 W 13400 S Ste 544, Herriman, UT",-112.023604,40.5093219
"1785 W 7888 S, West Jordan, UT",-111.9405583,40.6074531
"12222 S 1000 E Ste 3, Draper, UT",-111.8629603,40.5283681
"415 S Medical Dr. Ste  A101, Bountiful, UT",-111.8669295,40.886211
"225 N Bluff St Plaza Ste 5, St. George, UT",-113.5956728,37.1122142
"2775 S. Jones Blvd STE 101, Las Vegas, NV",-115.2255664,36.1389145
"395 W Cougar Blvd Ste 105, Provo, UT",-111.6654223,40.2489395
"12397 S 300 E Ste 150, Draper, UT",-111.8803804,40.5254447
"1747 W Heritage Ln Ste B101, Syracuse, UT",-112.0613427,41.0879224
"520 E Eagle Rd Ste 1234, Meridian, ID",-116.3547764,43.6096444
"9130 S State St Ste 123, Sandy, UT",-111.8914716,40.5856634
"12553 W Explorer Dr Ste 190, Boise, ID",-116.339659,43.6605042
"1075 E Park Blvd Ste 100, Boise, ID",-116.1874822,43.6018999
"473 W Bourne Cr Ste 1, Farmington, UT",-111.8979795,40.9917527
"169 W 2710 S Ste 203A, St. George, UT",-113.5878695,37.061844
"951 E 1510 N, North Ogden, UT",-111.9507354,41.2849278
"435 E Shore Dr Ste 130, Eagle, ID",-116.34831,43.6877597
"79 West 900 North Ste A, Springville, UT",-111.6124221,40.1787065
"30 S Hwy 95, Hanksville, UT",-110.7047501,38.3722557
"3 E Main St, Salina, UT",-111.8598628,38.9577935
"22480 Duff Ln, Middleton, ID",-116.5911254,43.6987724
"6360 S 3000 E Ste 200, Salt Lake City, UT",-111.8067494,40.6340388
"395 W Cougar Blvd Ste 102, Provo, UT",-111.6654165,40.2486826
"6355 S Buffalo Dr 3rd Fl, Las Vegas, NV",-115.2621806,36.0730647
"8906 Spanish Ridge Ave Ste 202, Las Vegas, NV",-115.286652,36.089458
"5803 W Craig Road, Las Vegas, NV",-115.2240132,36.2374799
"8420 S. Eastern Ave, Las Vegas, NV",-115.1178117,36.0363916
"8285 W Arby Ave, Las Vegas, NV",-115.2721363,36.0583762
"8906 Spanish Ridge Ave, Las Vegas, NV",-115.2866293,36.0895262
"4570 S Eastern Ave Ste 21, Las Vegas, NV",-115.117546,36.10579329999999
"3465 S Pioneer Parkway Ste 5, West Valley City, UT",-111.9892297,40.6972526
"MDI Weiser Care of Cascadia, Weiser, ID",-116.9648175,44.24892670000001
"1760 W 4805 S, Taylorsville, UT",-111.9402789,40.6654322
"1905 S Topaz Way Ste 100, Meridian, ID",-116.3460395,43.5876276
